"ID","revision","have-sdat","have-odc","have-l-thumb","have-s-thumb","extra data"
"5FC9D014-7BA143AB-A9E9AB9E-F0D134FD","33","1","1","1","0",""
"46362173-3A974823-BDB12FA7-31436AC8","33","1","1","1","0",""
"43C4E2B4-8EF541AA-958DAB3B-62FBE7E7","33","1","1","1","0",""
"1746E402-FF634AAE-974C883F-1950B536","32","1","1","1","0",""
"A4C1CF89-D3C6475E-83902DFB-76877DEF","32","1","1","1","0",""
"DAA9BA59-F2D24B4D-B63B8217-DB18F0C7","32","1","1","1","0",""
"CC8DB8F1-EC474987-8940C08E-FDE8DA5C","32","1","1","1","0",""
"F8B5C0C7-AED0421B-9FE28437-19D3AD93","32","1","1","1","0",""
"16ADDB1A-0D324A30-B5265B7D-28EDC4C3","32","1","1","1","0",""
"CAEA7615-4CAB4685-A5FE3F2F-CA04CF91","32","1","1","1","0",""
"AFE3E36F-B26448F9-928504FE-BC2F2377","33","1","1","1","0",""
"7A766E29-12F5438C-9BE7B068-9BD9439F","34","1","1","1","0",""
"A7E85311-7ADD49E1-AB55E751-76E2202C","32","1","1","0","1",""
"131D4D7F-76EC426E-92D4F9D8-E7306393","36","1","1","1","0",""
"A0A8C5F0-280541FB-B43A9C7D-27E38B27","39","1","1","0","1",""
"1B3F0F96-1DDB4D14-86A87D45-8A98B479","34","1","1","1","0",""
"0F1E42CE-74C04D9D-8C0A1992-231F7A50","34","1","1","1","0",""
"41166460-6B3D4C2E-85A1684B-677FE0F0","34","1","1","1","0",""
"C810DA2F-8BAD418A-B25F86C4-920DABBB","35","1","1","1","0",""
"EDC07ED8-1C0445EF-BA7081AD-68DE37FD","32","1","1","1","0",""
"E261FEAC-384A40E6-A35E7539-26660F73","32","1","1","1","0",""
"739CBC41-47534DC1-94005407-2EBFDFAF","32","1","1","1","0",""
"389E9D93-F115492E-8CE4373C-3F7BE438","32","1","1","1","0",""
"ABC28726-06F14311-9985C817-289BBC29","36","1","1","1","0",""
"F9C7A470-E3DA48E0-83BE56A2-FD0C2E15","32","1","1","1","0",""
"BF25A321-E2F5446D-8E62AC55-EFC3ABA8","32","1","1","1","0",""
"7BD4BD00-82C149C5-ACFC1F8B-18B3E317","31","1","1","1","0",""
"92645353-1B4F4732-ADAA3F4D-67F69BED","31","1","1","1","0",""
"E7BC9B7A-56F64A9B-A0494157-88E57B0D","31","1","1","1","0",""
"8201BB54-C6DB4491-96EC3862-9087D701","31","1","1","1","0",""
"70CDB9E3-F7D14639-A22BF5A5-21F2D03D","32","1","1","1","0",""
"0A1B14F3-65384DC4-92832A3D-353B899B","32","1","1","1","0",""
"A63F70F5-C33E4CF4-982DAFDE-E7BD7442","32","1","1","1","0",""
"189D59ED-7EC94EBF-8282B37C-6ECF34D2","33","1","1","1","0",""
"75029C74-1C5948F4-9FBF6159-A613F3E5","32","1","1","1","0",""
"86B4A4C1-95934E03-8F62479D-9B00CFEA","33","1","1","1","0",""
"B67E84D1-7D8B4868-86BAF2E2-27279870","32","1","1","1","0",""
"53229CEE-BA5544B5-86B17670-9F6C87BE","31","1","1","1","0",""
"48893B53-2FBD4545-9AA25A2A-AACFB416","31","1","1","1","0",""
"2A2E3ED8-947B4799-BDAA076F-3AD82D9E","36","1","1","1","0",""
"F3B81F89-82224E28-862D8DC0-E031DFA9","35","1","1","1","0",""
"40899C4B-7AF8469B-B2EB1BC5-D4A2A056","36","1","1","1","0",""
"EF64A679-FAAE4BDA-BE3C2764-ECBABB10","35","1","1","1","0",""
"5E884D66-A72C43EA-B776CBCA-A6A3ED5A","35","1","1","1","0",""
"21C46231-172946C9-897E98F8-B005DB58","35","1","1","1","0",""
"06260AAC-215B4117-9CEED2ED-9DAF81BB","35","1","1","1","0",""
"51C3AA91-466B4D22-AF191DCD-156C2937","35","1","1","1","0",""
"40E3F274-BEB54901-9B6C744B-1C7C43A6","35","1","1","0","1",""
"C869B1E8-AA1642A7-9FC1F568-F9675011","32","1","1","0","1",""
"A67709C7-059C4B43-93BB9243-BF33B463","31","1","1","1","0",""
"170C8C09-D0F94B14-A3E66BFC-9FDCB26B","31","1","1","1","0",""
"F955EE8D-DF2C480B-B2A2D6EA-1F10F589","33","1","1","1","0",""
"5D2E2315-84604C38-887170FB-8BE2DEC4","33","1","1","1","0",""
"E169AEB5-C19741F5-88F991C9-ABC33405","40","1","1","0","1",""
"136A82F6-A8D24E05-89270555-3FFE9BC0","31","1","1","1","0",""
"58790C1F-EAD04107-9F3544F0-57087A09","31","1","1","1","0",""
"6A510B6F-0C094BFC-8AED9B76-F049DD8E","31","1","1","1","0",""
"2A87CF91-7032415A-97C850D8-D0B02C5D","31","1","1","1","0",""
"246B921A-AA9B4066-810048C4-6C7451FE","32","1","1","1","0",""
"E3CB7658-E220425D-8028DAC4-6C42A54D","32","1","1","1","0",""
"44B60BD3-83024CCB-A06109FB-E4EF3323","31","1","1","1","0",""
"49B865F9-69D74228-955BC2D0-2166CCA4","34","1","1","1","0",""
"61E4C048-625D44A8-BD069D3C-338CB25D","31","1","1","1","0",""
"7A21CA01-D54E4CFE-8804C91C-30EF39DB","31","1","1","1","0",""
"746AE3AA-EBFA42B6-B4DE2465-81112FBD","31","1","1","1","0",""
"1F008DDD-062C4836-A6489A49-A1094702","31","1","1","1","0",""
"D097C945-9FFA47E1-AEDAEB70-90C36F57","31","1","1","1","0",""
"D9CD4CD0-EB934CCD-87663B3E-DF56FA3F","31","1","1","1","0",""
"00D7AE93-6CDF45CB-BB30A5A6-B6C7DB78","32","1","1","0","1",""
"3AF3375B-1F2A4642-B3BAD30F-19E53C07","31","1","1","0","1",""
"5DC715D9-3F0C41F5-A4DA5469-1B40AD17","32","1","1","0","1",""
"3E9E33EA-AA154327-98570608-5A5F7761","31","1","1","0","1",""
"4B8E33E9-29784310-A3600F81-E87E90AA","31","1","1","0","1",""
"0869959E-39444E1E-B65E5FC7-92526837","31","1","1","0","1",""
"CFE81CBB-8F6C41D8-A5172E68-DCA099A3","31","1","1","0","1",""
"70FF51F8-A57E4C37-87A1AC95-EF8FA6FD","31","1","1","0","1",""
"9692F867-B36048E0-9E2E8302-08129F12","31","1","1","1","0",""
"71EC385A-B209404D-8F08E54D-90172AB6","31","1","1","1","0",""
"6250386A-10BF4475-A8FBA4A4-5426E777","36","1","1","1","0",""
"E0A0CC8B-7EB74EBA-982122DC-5A7AE680","36","1","1","1","0",""
"60A68043-2CD149D7-BC42BA4F-5095602C","36","1","1","1","0",""
"DAFE2ECE-E8D9472E-93678134-CB8B3E82","38","1","1","1","0",""
"D57AC92F-F078446F-B0D806AB-553197C0","38","1","1","1","0",""
"728556C3-FD904C9E-B6654F3D-8E421DAF","36","1","1","1","0",""
"ACB3D508-52EE40A7-AF7428CD-80E02F57","38","1","1","1","0",""
"F131134C-C34B4C09-AF587DEC-26EEA0DD","38","1","1","1","0",""
"1FD0D876-5C564ECF-B215D79B-DC06EF9B","37","1","1","1","0",""
"B8971046-24134F7A-8BDB8B18-8939458E","37","1","1","1","0",""
"1EF3DAB8-14524994-9D2C1493-7EC9A268","34","1","1","1","0",""
"68D0A80B-436648D1-90E5DF40-C8AB7C2C","34","1","1","1","0",""
"F4A69755-91E84811-9C01DF8C-6B460879","34","1","1","1","0",""
"3618915B-C6D2470B-B77D80A4-E515CFED","33","1","1","1","0",""
"A5CACAB4-00AF44F9-BCA95287-135EEF5E","35","1","1","1","0",""
"30670D58-811C4F1A-AB825F3C-5CFC3FD9","34","1","1","1","0",""
"2DEF4FBA-9F2046CA-887E0061-A2D731C3","32","1","1","1","0",""
"DD3DD025-6B8E4353-B4682751-BD3F0FA2","32","1","1","1","0",""
"B5ACEA98-F0B54BE7-8C8DFBF9-AF55FC0C","31","1","1","0","1",""
"D1E4A665-A59D4DE7-9BE53718-976378F6","32","1","1","0","1",""
"D86F7964-3B3A43D1-A14EB293-B5AB4BFF","32","1","1","0","1",""
"B477F45A-B2B04A07-8740292F-B819BB05","32","1","1","0","1",""
"47914F5B-F6894E88-AB594163-290C16E8","32","1","1","0","1",""
"5A2B9B98-52924A06-99ED1993-1EEB9C4E","33","1","1","0","1",""
"C8DFB476-3857466E-9A81CED5-3CC10A91","33","1","1","0","1",""
"691D9245-CBD5438A-8B08A90D-089C189B","33","1","1","0","1",""
"39D571E9-7F8F42B2-99C15558-5E039B82","33","1","1","0","1",""
"36B52315-DBCF494F-986E9E38-4EA1EE32","33","1","1","0","1",""
"9029275B-537B4533-BCFBFE0F-55709180","36","1","1","0","1",""
"312F8B8C-A9284147-B3CC7D9D-8CEDFD56","37","1","1","0","1",""
"4D64E2FE-D0714B58-A4D49F16-BA592950","34","1","1","1","0",""
"E267A06F-0F844E63-983A19C1-5C0FE66B","32","1","1","1","0",""
"FE135B1F-5E2A496E-87806935-AB482D10","35","1","1","1","0",""
"31D27239-BD9E4FCE-ADF7B43E-DC03481E","33","1","1","1","0",""
"AA80BE75-9CA94F62-9D16CB3D-FC6DF451","32","1","1","1","0",""
"B41E8139-5A65497B-80D8B2C8-9181D213","34","1","1","1","0",""
"5AB4070E-429147A6-AF6431D9-4DCE6840","32","1","1","1","0",""
"81CEB4B2-4593430F-8024CD9F-E648A73A","32","1","1","1","0",""
"F51496BF-E4394DA2-AA67580D-FD7011F4","32","1","1","1","0",""
"E62EEE69-678D4F76-BCB22FC5-963653B9","32","1","1","1","0",""
"1194C63D-B75549EB-83EB6A86-79B78BA4","32","1","1","1","0",""
"DD8F3F05-AC724851-86638D8F-D9A71B47","32","1","1","1","0",""
"D946BC94-F1A34209-BABCE21A-D59B7B66","32","1","1","1","0",""
"5E2AC93E-6D314A15-BF0EADDD-03FB3543","32","1","1","1","0",""
"39CDE6C2-E11C46F4-94E256AE-D8B35869","32","1","1","1","0",""
"DBCB4905-EB9446D7-9C6949CB-B8F3BF2C","32","1","1","1","0",""
"FEA2D94D-99834180-B0F28547-D0E1F46B","32","1","1","1","0",""
"A8639882-5B47419D-A1C2A362-3C9BDFE4","32","1","1","1","0",""
"30159AE6-B6F84D4A-B1C8CADA-FD7468DA","32","1","1","1","0",""
"7A23FD81-FF284452-94CFF9A3-0971BE6F","32","1","1","1","0",""
"7927A483-B3B648F3-9ACA55C2-E612E5A2","32","1","1","1","0",""
"54CA4078-6C4A4426-9A925385-8C7FA68E","32","1","1","1","0",""
"FC59442F-06154617-84C23CF3-B8AF4794","32","1","1","1","0",""
"82A1C153-5F414C51-9EB02BB3-64C158C7","32","1","1","1","0",""
"99BE10E4-908A4F95-ADDE90BD-1ABB610E","32","1","1","1","0",""
"DB4BD1BA-11574FDB-87ED79DA-C9FEB8B4","32","1","1","1","0",""
"99F795F5-941A4E10-BF0EDA69-1028992E","32","1","1","1","0",""
"7A65091F-ED76490A-AC970B12-D7EA7B77","32","1","1","1","0",""
"F3CE1E17-9E984A16-ABE51048-2776FEEE","32","1","1","1","0",""
"358535F6-BE414697-B044BC2D-2F7C34B0","32","1","1","1","0",""
"7057214E-6163476C-92810CFB-148002D3","32","1","1","1","0",""
"A25BF479-4B5147AF-AD4EE090-5B58CF56","32","1","1","1","0",""
"35352C55-C76F45DF-875701E2-06C1F463","32","1","1","1","0",""
"D0D0E79E-54AA4F1D-A6ACA3CA-9AD321EA","32","1","1","1","0",""
"14622147-24C341BE-87966201-2F69B567","33","1","1","0","1",""
"360EDD1E-18024AAF-BED9175E-6B6E8928","32","1","1","1","0",""
"C16145B9-4AD240ED-94A316F0-B0E498DB","32","1","1","1","0",""
"3EE47E4E-D8BD4978-A197590F-79594874","32","1","1","1","0",""
"2262A96D-51C44AE8-8591F9C0-F297F060","32","1","1","1","0",""
"A1187BC5-D5AD42F5-90BBAF3E-FCB5F682","32","1","1","1","0",""
"DC0D1E21-B2144F2E-AC0D2D26-72FEFAE3","32","1","1","1","0",""
"6596CF47-F4524E7A-AFE20C1E-B9DF627A","32","1","1","1","0",""
"EE2C0C18-FC554AC4-8383DB87-C15FB963","32","1","1","1","0",""
"00E4AABB-4B70438A-B8E8A94D-90A665FD","32","1","1","1","0",""
"16009131-AED44C53-B4E4B112-770E876D","32","1","1","1","0",""
"54E79457-E3E24EE8-8504325F-C3A98DBF","32","1","1","1","0",""
"6F0CF9DC-3D254E65-BB3903F9-195931E5","32","1","1","1","0",""
"4198FA2C-DB5F4C72-9F05C38C-370B0DEB","32","1","1","1","0",""
"40A47CD1-D7D14EBC-8265C6D9-D2C49518","35","1","1","0","1",""
"B4BFC4F7-05404876-AEF7CE2E-4CCA8B6F","33","1","1","1","0",""
"70CA65C3-9F0F4C13-99637E02-BB05586B","33","1","1","1","0",""
"AB858A59-35354127-80DDFA3F-E06F9FCC","32","1","1","1","0",""
"F3FD800E-97754786-8562E216-07D48624","33","1","1","1","0",""
"8DC0CE0B-DBD74AA2-BC8E1557-0572B80F","34","1","1","1","0",""
"D895E073-760A4BB6-A837FEAA-8AC644E6","33","1","1","1","0",""
"40D59FA8-37F6484F-B66B9B12-839B1C3F","33","1","1","1","0",""
"B688A562-B6F04D4A-A6DBC313-AC48F69F","33","1","1","1","0",""
"685F4F0C-CA8E412F-B75D904D-414D40C6","33","1","1","1","0",""
"DA19EDDE-029949CE-8485A68F-8773909E","33","1","1","1","0",""
"BAEBBCFE-2CE74FAF-9983F736-05829577","33","1","1","1","0",""
"2BDF790E-264B46C3-A593C06C-14E8CC47","33","1","1","1","0",""
"C9B143AE-1A034106-8AFA1F0A-0F34E4D0","32","1","1","1","0",""
"CC6063C8-99114BE8-A80E4789-0A596FCA","32","1","1","1","0",""
"4F161D93-02384864-8BD012B2-498325A7","32","1","1","1","0",""
"9B7D1DFF-C2C84E5A-A49DC6DA-164123DD","34","1","1","1","0",""
"1C6F5071-8EC24911-A7F0FF21-5D2F6FC5","32","1","1","1","0",""
"24FE45E1-79014D88-A5F734F9-943FDB18","37","1","1","1","0",""
"237B3CB2-94CA4249-A1B5371B-3004A0AE","34","1","1","1","0",""
"C35EE14D-26F34A40-B63FF281-FDFC199A","35","1","1","1","0",""
"3D4B60CD-49BD4BD3-8AAC88BA-78FB9607","32","1","1","1","0",""
"3CBE9806-B1DC403D-93CA86AD-E0C3AEF9","32","1","1","1","0",""
"80981D7F-53D8474D-8BD40DB5-D5DCDABB","37","1","1","1","0",""
"7BA49627-1807451B-94D5A03F-E4AB06B5","32","1","1","1","0",""
"DED42E4E-48BD4B54-B3C87780-FC739A79","32","1","1","1","0",""
"592FE4EA-770545E4-A5B98B62-32C358B7","32","1","1","1","0",""
"3E52686E-3698490C-B5519138-0369EF60","32","1","1","1","0",""
"43AED6B1-15E9426C-9D63953B-9428E635","31","1","1","1","0",""
"9EC2C926-B5C043B7-B4334768-C229FAEF","36","1","1","1","0",""
"B121392A-04044267-B993B9CF-A25281A5","32","1","1","1","0",""
"96E3C0E1-FDA24540-A09F432C-43712135","32","1","1","1","0",""
"C7628631-BE044EED-8DE4AFCC-30BAE87A","31","1","1","1","0",""
"FA65E520-6F9D4A13-BFC45D42-8E12CF20","31","1","1","1","0",""
"65BC687E-FDF44262-9F174BCE-2F86B4DC","31","1","1","1","0",""
"1F503287-14364451-8B984700-7B290EB3","33","1","1","1","0",""
"3725C703-8E3E4CAE-B71EE4B7-8409864C","33","1","1","1","0",""
"80202DB7-1A2A42B2-982D6600-6149AF60","33","1","1","1","0",""
"988CD82F-469743DC-9ADB7E5A-D642EBC5","33","1","1","1","0",""
"A097F22D-2C33401B-8D590A68-49D898F1","33","1","1","1","0",""
"DE06EC2A-929D4F11-A28AAC02-631ACC3B","33","1","1","1","0",""
"E7491B49-11244F85-B9BDC8E4-23663487","33","1","1","1","0",""
"D71E2A50-283B4291-904638BA-5F1293C1","33","1","1","1","0",""
"285C4F75-65674F54-9AB0ED54-6AAC9617","33","1","1","1","0",""
"97E56CA3-74574543-90ECBE9D-AEC2C803","34","1","1","1","0",""
"386B537E-770E4FEC-8E4DBE51-65328F11","33","1","1","1","0",""
"AF0DE7A4-51954D71-BBE9418A-6DC050C8","33","1","1","1","0",""
"E80009A1-CC0C4A8A-84856F21-E38A8D22","33","1","1","1","0",""
"A2204E4F-0AD04E65-96B0B7EB-56878572","31","1","1","1","0",""
"B3D0D712-76DF4827-BB1A9542-28FADCA0","31","1","1","1","0",""
"F0F5DCF4-D000438D-A0BFF319-C6B9F020","33","1","1","1","0",""
"870E7A3D-42C84A48-899B3F2A-CB4BA8E9","35","1","1","1","0",""
"3D47C216-E2244231-85E05067-5AD1701D","33","1","1","0","1",""
"7C27B275-E60B43A3-A9EA4FA9-58DA279A","39","1","1","0","1",""
"F571710E-354B41F4-9A9D5478-618F7927","32","1","1","1","0",""
"F2C0A62F-90954F3E-A97D45C3-F6B1A98E","32","1","1","1","0",""
"6A92D8C6-80844482-A748AA5F-33C95E03","32","1","1","0","1",""
"B59E9A46-2569467E-94480D9C-E714ACC4","32","1","1","0","1",""
"FEBFA39F-CDBF4D2A-8CF36469-0413C87C","32","1","1","0","1",""
"DD41758F-170F45F5-A0F7CD17-17E5F2EF","31","1","1","1","0",""
"0B71E480-B2534A23-9A026AA5-95B91D45","32","1","1","1","0",""
"7ED4F9F9-79714A9F-B80C5B01-643090DB","32","1","1","1","0",""
"3E1D671F-DD4746F8-80AD9C21-6A16850F","31","1","1","1","0",""
"7DC0E79E-ED04435A-9D6212A4-1997EB12","31","1","1","1","0",""
"61288857-58834AC1-87AFF078-2389E412","31","1","1","1","0",""
"6B90DA4F-FED441AC-9C848C6F-E16C112D","31","1","1","1","0",""
"1865E768-EBD54172-920F987F-509C4377","38","1","1","1","0",""
"3E7B08B0-4E3A4D94-A86DCFB8-37A2B5DB","31","1","1","1","0",""
"DE576FFE-F56F4709-B24932DB-E3A132B8","33","1","1","1","0",""
"527167B6-E9994098-BF966BFF-26799387","32","1","1","1","0",""
"7A3AE548-1BCD496C-9C7DAD51-DA094739","31","1","1","1","0",""
"7EE5348E-8E514C1A-A19DD215-D894051F","32","1","1","1","0",""
"7082ABB2-F6B54790-9E2DE17D-7D77E8AA","32","1","1","1","0",""
"AEDD9DDB-596F4CA1-8101D30F-6E2B57BA","32","1","1","1","0",""
"EA51B9EE-632C4F51-ADA27D49-61AC5209","34","1","1","1","0",""
"9AA71CBE-7F8A46EA-B38850F5-D25C5F3C","34","1","1","1","0",""
"1FFE2AB8-637C4C55-9152E776-6EEEDF87","33","1","1","1","0",""
"5A86101D-039B461F-91B75FE3-4F98920D","33","1","1","1","0",""
"A4BFD10E-9FD34B57-A144B691-D9FE8D20","33","1","1","1","0",""
"7C924EAA-230F4DEC-AEEFDDFD-C6E8B008","33","1","1","1","0",""
"CB79684C-26FB4568-96763D36-BB2A7710","34","1","1","1","0",""
"A456E7F7-CB284F8B-95183222-E8397A6A","34","1","1","1","0",""
"82E79F3A-4E584E24-9B151DDD-BE72B439","34","1","1","1","0",""
"A6B77D59-83094311-8F61E64F-394EFF22","34","1","1","1","0",""
"1CAF1EF0-A92149DE-9273EE6A-35BDE867","31","1","1","1","0",""
"E8779780-DD06499A-B9C89E86-12FAAF8C","31","1","1","1","0",""
"8E83F8DB-D33F449A-B984FB40-45B58F4F","32","1","1","1","0",""
"60B98D5C-E6394772-BA5CBF81-B463FEFE","31","1","1","1","0",""
"F684C9E3-80F84071-89AF1DE4-0E412354","31","1","1","1","0",""
"8ED90AE2-883F4C12-84880958-65E46D26","31","1","1","1","0",""
"671671B5-CA5542A5-BB3B93EF-80B0357C","31","1","1","1","0",""
"09F2B42B-A7EF429B-B1259288-E8833D5B","32","1","1","1","0",""
"CD769A9B-AABA4927-A6AB2A08-9CFAD325","31","1","1","1","0",""
"A34C9A18-8E3F4055-ADCB8BC9-6B9C96BC","31","1","1","1","0",""
"90187415-659F4637-AB8CA0E7-4A5E03EB","31","1","1","1","0",""
"6D82D92E-C2C941C7-9288192A-C279C1F6","34","1","1","1","0",""
"801437BC-36324187-87683B89-08E1C843","35","1","1","1","0",""
"AA94C8E9-71274D2E-B9C95CCA-8F658999","32","1","1","1","0",""
"81ED8247-3CB7447F-B515D45D-CF5A5644","32","1","1","1","0",""
"66416B77-D2854A87-B89A78B5-C4B8EB6F","31","1","1","1","0",""
"BB446821-3E844E51-9D6BD67C-B841956C","31","1","1","1","0",""
"A834FBB8-E0A4489A-9D0A58D3-E5D0D3DF","31","1","1","1","0",""
"9264307C-9C3642F4-BCA21488-5788B730","31","1","1","1","0",""
"ACCF2759-62784951-BFFFDB20-73C8AF59","32","1","1","1","0",""
"2826EA01-3F744499-859B3451-6FB87AA2","32","1","1","1","0",""
"999995FC-91574638-9A91DF31-C182A96D","34","1","1","1","0",""
"F93ABF57-11BE486B-807A801F-BBFE972C","33","1","1","0","1",""
"653E30CC-6A8E4730-98F0BF72-0CD61F9A","35","1","1","0","1",""
"C1B01059-30DE4B77-9E77E4D9-C393617F","32","1","1","1","0",""
"5E4F2FDA-13E348D1-9B896B26-2127F81B","33","1","1","1","0",""
"D8B19CD0-E44B43B2-9B8AD2EE-37A3E1CF","33","1","1","1","0",""
"EB01DEF0-50784310-B6F980BC-B60973FB","33","1","1","1","0",""
"BD57EA47-7AEC4060-B088414C-EE2720F2","32","1","1","1","0",""
"D24A0B55-272342A6-88480747-D8294444","34","1","1","1","0",""
"FCD50001-CF59407D-89284479-705ACBC3","34","1","1","1","0",""
"F15744CF-548B4C2E-8ABA1437-A179B6B6","33","1","1","1","0",""
"86F4D3B8-DE99472D-86ADDE1A-F29DBC86","33","1","1","1","0",""
"A29CE08E-E7C44E4C-A0201EF9-ECA7CFF7","31","1","1","0","1",""
"F64E32C3-ABB94408-B460790D-FF75198B","32","1","1","1","0",""
"49A49F5A-2C81424B-AAA1D1D0-4F980D39","36","1","1","1","0",""
"805A3B1B-ED9D49F9-8314AC30-AA0737EE","36","1","1","1","0",""
"96D5D812-1EE64D1D-B16EA174-F8357DE1","36","1","1","1","0",""
"9D0D86B2-A2184B7E-A18E07ED-4438EC69","36","1","1","1","0",""
"785A7529-C7C14002-A8BE0F5D-AE0634E8","31","1","1","1","0",""
"F0ED0417-651441C6-9B08E342-F6E6F6DF","33","1","1","1","0",""
"CA114CAF-A51C4CE9-8CC2C3E2-832CA29E","32","1","1","1","0",""
"8D25CF4D-FEC84074-8A4E28EA-E577A09B","31","1","1","1","0",""
"54FF6472-92504F53-A3F811E7-CADB82CD","31","1","1","1","0",""
"E6035AE6-BEA947EE-B6F7B598-09630CC7","31","1","1","1","0",""
"C2DD05CB-04DC41DE-806E0376-A50A891C","32","1","1","1","0",""
"16A9D3C6-847C4E09-A1F8E3C6-E3C0B564","31","1","1","1","0",""
"E0D5CABA-4A0C4CC1-BF4A1050-AB74D23B","31","1","1","1","0",""
"2C9FE19C-D0054B3A-B2737AD6-7A567579","31","1","1","1","0",""
"DEEF21DA-7D6A4119-8A99021A-D097971E","32","1","1","1","0",""
"EC5BFDF2-3F6C4E71-A683B5EB-CB63B446","31","1","1","1","0",""
"88491998-04524D63-B171308D-8E827C3B","32","1","1","1","0",""
"72CFC7FF-6BB54CBA-8E0E30F5-6B6B478B","31","1","1","1","0",""
"2B006C69-4C89473A-9CC8A937-60E509AD","36","1","1","1","0",""
"3E80B243-AF8645C0-B2130B09-EE2CDF11","38","1","1","1","0",""
"DED86367-CA394589-90DC5589-DF737A36","34","1","1","1","0",""
"9911B91E-EE3040E3-A617F329-FFB6B346","34","1","1","1","0",""
"537B982D-78ED4B39-A80C4F2D-5CD455B2","34","1","1","1","0",""
"A03D8731-23624893-8AFBE12D-4950FFB5","31","1","1","0","1",""
"D8213B97-DE734F70-98BDCEA8-8DA28D0C","31","1","1","0","1",""
"D2BFB874-99044758-B664FC30-DEA3EFEC","31","1","1","0","1",""
"C7D99AD3-6A9C4314-A952AE7C-D623F857","31","1","1","0","1",""
"73EA16A6-C13E4987-847DEA15-C373E23A","33","1","1","1","0",""
"BEF41F14-2428425E-B31B571F-D829202F","31","1","1","1","0",""
"989E7AC4-B5594BAB-AF52C40A-3D07F0BA","31","1","1","1","0",""
"746D9D07-2C9E45B1-AA188CCE-FBFA18C1","31","1","1","1","0",""
"303B5136-942549AA-936B5E22-8BF86700","31","1","1","1","0",""
"38C8D74D-EE294971-86811143-B9AE32CD","31","1","1","1","0",""
"CB95F29A-BC804F38-B6108353-0AE90185","34","1","1","1","0",""
"7A2B56FD-81F74C6A-9DB0EFBC-CA7A9218","31","1","1","1","0",""
"A2F1F1CB-33774CFA-8FB8C1E7-6A4CE10F","31","1","1","1","0",""
"9A35A553-F2904958-861C676E-0DBCC2B6","32","1","1","1","0",""
"66C9BC58-13264384-92F8725C-B5A0749F","32","1","1","1","0",""
"9116CBB9-55F840B6-B7C79AA2-9899EE52","32","1","1","1","0",""
"B956E62F-DF3845FE-B73C08E2-3FB9F73C","32","1","1","1","0",""
"85768417-6EC94C7C-BFFA0EB7-83D7C0BB","32","1","1","1","0",""
"11BC1E03-245E4AF1-912D98EE-05CF13C8","33","1","1","1","0",""
"18E478D3-01CB4A77-8A114D2C-C346685B","33","1","1","1","0",""
"BED1297E-B88A40BE-AAF2D3DE-566C4A83","32","1","1","1","0",""
"32B4262A-35634291-A93B47B5-FB9D25DE","32","1","1","1","0",""
"F346EE55-9C574A2B-A7BF774E-4470D0E5","37","1","1","1","0",""
"7E8B83C4-249D4BBD-95B05B5B-1224B7D9","34","1","1","1","0",""
"FE1D475F-35B2404E-A2E553BD-896BA011","33","1","1","1","0",""
"71DF0343-1E4041FB-B492FF64-59DF6A51","31","1","1","1","0",""
"BBDE3CA4-861844BB-9A3E87D9-AAAA593B","32","1","1","1","0",""
"D0DCCC07-D8A3463F-82BEADF3-C660F86F","32","1","1","1","0",""
"A8A887F6-ED844B2E-80B3E8B2-B49CCEC2","32","1","1","1","0",""
"4AD11866-0D514046-952558F7-F6FFACC8","32","1","1","1","0",""
"ADF6FBA4-C12E4222-864F8CA1-6CA78CED","32","1","1","1","0",""
"811DCC05-EEE443D4-B314C551-5E6A77E0","33","1","1","0","1",""
"38251FC8-BE3D4445-9D861A58-8630F842","33","1","1","0","1",""
"62198C51-72334182-A2B9ACC6-E40F718A","33","1","1","0","1",""
"FE95D392-A396452B-AA04A124-13BBC82B","32","1","1","0","1",""
"25B809F9-EAFA4145-B3683D16-10426D1A","32","1","1","0","1",""
"C261DE07-B36243D0-9CABB050-E9DEBE12","32","1","1","1","0",""
"1DA13034-B279453E-BF7079B2-1F70BD7E","32","1","1","1","0",""
"CFC6CBE8-F23345D4-AC950C79-AE00A4A9","31","1","1","1","0",""
"91E11A3C-A3EF48FB-B6982715-32332685","31","1","1","1","0",""
"FEA7345F-243A4211-9F0AA918-498C7892","31","1","1","1","0",""
"7C2DC6BD-530A48A4-ADBF7E34-C82A3D37","31","1","1","1","0",""
"A4ED79DC-EAEE42BC-A2395DCE-A444CC91","31","1","1","1","0",""
"635B4544-B9E94E4D-9D6D3B7F-B0BC86F3","31","1","1","1","0",""
"52CA2C3F-74204FE2-ABFC87D4-C207825C","31","1","1","1","0",""
"B991D5E0-4DC54DDE-AA9EFFCD-A58E9F33","31","1","1","1","0",""
"B7186614-EAF84F18-A7223B41-F54DB16C","31","1","1","1","0",""
"96872A78-F6A249E3-9FC6ED9D-66647DAA","31","1","1","1","0",""
"6F61BDCC-AA6D4021-86D0D505-08C4D268","31","1","1","1","0",""
"6E51E370-2F7245EB-BB2164EE-045ED6F2","31","1","1","1","0",""
"F75855CF-ADEF4B68-B9162B5C-DEEA96BD","31","1","1","1","0",""
"BA2D2365-5F984D2B-B031BF50-A9E6B490","31","1","1","1","0",""
"64A6D24E-C6D64E1C-8C4BDEF5-D0B8BEAC","32","1","1","1","0",""
"074F798E-55F548AA-880C6BBC-0979BD6B","32","1","1","1","0",""
"E80E9A94-2ECB412C-8B603607-02C877AC","33","1","1","1","0",""
