"ID","revision","have-sdat","have-odc","have-l-thumb","have-s-thumb","extra data"
"08B1F04E-6DF44CBA-EF564441-ADDB6F98","-1","0","0","0","0",""
"09244A46-C9300B23-24884CD1-ACFB6F86","-1","0","0","0","0",""
"0954A13D-54ED1821-9AAA4679-9941D858","-1","0","0","0","0",""
"09959274-D13C4336-B1CD8FAF-DFBB7183","-1","0","0","0","0",""
"09DDB72F-588F6B6C-2EA140CC-8DE09AD5","-1","0","0","0","0",""
"0A37B17E-4E96D7CF-6AAE4555-BD3E08A3","-1","0","0","0","0",""
"0A894C2B-9ABE8C4A-1FE5440C-9CCC1D2C","-1","0","0","0","0",""
"0A8F7068-CD7AE89D-BCC84AEF-B3B50DBC","-1","0","0","0","0",""
"0AA928E5-D42D43D6-9C25DDB2-A8862850","-1","0","0","0","0",""
"0ABD31E3-13CC454C-53494DCF-AE2FA59F","-1","0","0","0","0",""
"0B09FD9E-24757612-13B44C58-9781274A","-1","0","0","0","0",""
"0B151789-AE7F613B-FA1D4CD5-B3BEB8E4","-1","0","0","0","0",""
"0B1F8232-01C7A17C-94C64BE5-BD17D5C5","-1","0","0","0","0",""
"0B59B86F-C2E039C9-74DA4B08-B83509D1","-1","0","0","0","0",""
"0B66E04F-008B89EE-BEEB421C-850F92A6","-1","0","0","0","0",""
"0BB2723D-57DB856F-A4AA44E4-B3C4DD3A","-1","0","0","0","0",""
"0BC7EB14-E0B4EDA5-1AA741A5-B3632386","-1","0","0","0","0",""
"0C00717A-A9CE95D6-E12E4499-A676C924","-1","0","0","0","0",""
"0C382D28-46149126-4207485B-8D71AC6E","-1","0","0","0","0",""
"0C52785F-274E8E36-38C346E4-BBD55E69","-1","0","0","0","0",""
"0C672CA9-4E3CF88F-D4444D1A-9B45CBFE","-1","0","0","0","0",""
"0C6841EE-F781982C-D4B448C3-95C2D110","-1","0","0","0","0",""
"0C7FEF71-00E5A372-BFD34F9E-8FD9E229","-1","0","0","0","0",""
"0C93A33A-A11DBF40-230843FF-B92DF29E","-1","0","0","0","0",""
"0C960F11-CC56E812-2EF04AC6-BCDD118B","-1","0","0","0","0",""
"0CAE2EEB-9BE5E76F-B37B4817-BA1380CD","-1","0","0","0","0",""
"0CB9142E-6DA4FB54-8E9546B9-ACE735E5","-1","0","0","0","0",""
"0CC70D6C-DCDE490D-89EE91C4-73FE6FFD","-1","0","0","0","0",""
"0CC853B1-DDD406D2-A1604E0A-910792CB","-1","0","0","0","0",""
"0CD89E88-596AB1E0-19054FE6-A7F5271E","-1","0","0","0","0",""
"0D096BF0-7FDBC471-DBF040B8-BD0D69AD","-1","0","0","0","0",""
"0D31D0DC-FBAF6CA5-CFF74685-91334D5A","-1","0","0","0","0",""
"0D3AC635-8406817B-AF1147F3-B807AFEF","-1","0","0","0","0",""
"0D42401B-6BEB490F-B5A9778C-D848B517","-1","0","0","0","0",""
"0D82DAAA-EE8243E5-A087A934-BB47859D","-1","0","0","0","0",""
"0D8BAFC9-3A719FDC-C9F44513-8ECF0AD6","-1","0","0","0","0",""
"0E0A23E7-940D4080-857C2539-B4545A24","-1","0","0","0","0",""
"0E10CD85-ABEC1831-58764FAD-B8A380D0","-1","0","0","0","0",""
"0E4D2B8D-A7E5403C-89556C6F-FF77A908","-1","0","0","0","0",""
"0EBC8E59-7B3819AF-259D4D2A-809E79F0","-1","0","0","0","0",""
"0EE8B4AD-DA5FD93C-881E4DA4-B96F3A77","-1","0","0","0","0",""
"0F0FD2DE-552C6543-987148D1-B9B18912","-1","0","0","0","0",""
"0F543141-C5B749BC-914D4175-7FC394D8","-1","0","0","0","0",""
"0F5611B8-F9069E4C-51564AA0-B624585F","-1","0","0","0","0",""
"0F64F6CE-C9751B79-C7294E55-B9A301E1","-1","0","0","0","0",""
"0F848C02-120012AB-17694284-9E8A5E75","-1","0","0","0","0",""
"0F99CE0D-049FED43-7CA84E53-B644F61A","-1","0","0","0","0",""
"0FA4A687-81243ABF-C9D6457B-871CF2C4","-1","0","0","0","0",""
"103821DF-DC5F12AF-030446B6-9896F1E4","-1","0","0","0","0",""
"107298F7-CA2AFA09-B88C471C-BF7B6C28","-1","0","0","0","0",""
"10C74F1F-A2364615-BA9EDAA2-4D81BAC0","-1","0","0","0","0",""
"110169B6-38E67029-899D466E-804EBDDA","-1","0","0","0","0",""
"110C924E-03D8FC80-E79F42C9-8F1AE87B","-1","0","0","0","0",""
"11A9A2A6-6318F2AD-0D8C466B-8BFAF90E","-1","0","0","0","0",""
"11BD54E4-8A059AA9-F17A434F-AC4728B2","-1","0","0","0","0",""
"12217289-B0D5D4D5-1B81403C-B2720772","-1","0","0","0","0",""
"12F5207A-6AAA4468-12B448C2-8E21CBBB","-1","0","0","0","0",""
"12FEF108-5B6E6E51-B8A04E98-9EE27FFB","-1","0","0","0","0",""
"13174EBF-9AF8FF29-53DF4BC0-B05D8F1D","-1","0","0","0","0",""
"133EC4D9-B9533EC9-1F7847A8-87AFD89C","-1","0","0","0","0",""
"135DB905-21629C33-DAFC48C7-A70CE760","-1","0","0","0","0",""
"13BFD90E-A012818A-3AB644DD-9B5BBF8E","-1","0","0","0","0",""
"13FA9CE7-27804937-969EC218-67729BEC","-1","0","0","0","0",""
"14338189-E609D3FA-BB134D64-A724EC11","-1","0","0","0","0",""
"14377750-66EA82EC-2BD14222-8B0B9161","-1","0","0","0","0",""
"146EDEA8-B5F41E16-0F3447E1-8E30087A","-1","0","0","0","0",""
"14A5062B-EAC43366-4E544E46-831FC2BA","-1","0","0","0","0",""
"14E3D9FF-46FA1B9C-C3BB43B4-B05DE3D0","-1","0","0","0","0",""
"14F9A1D6-C7C8CA44-A54148E2-A6372F63","-1","0","0","0","0",""
"15301867-66765D57-F10244B5-ABF1B11E","-1","0","0","0","0",""
"1531A6A9-87BD4B18-BEE4DB1E-D4671054","-1","0","0","0","0",""
"15456350-69F8E45A-9227432B-B9F9FD85","-1","0","0","0","0",""
"154C8E07-76A95B05-83E34E3F-B29B75C5","-1","0","0","0","0",""
"1621EB4F-02C86805-72B74F94-85DBE552","-1","0","0","0","0",""
"163381B1-5C89EF2C-49354AC1-96603DB9","-1","0","0","0","0",""
"169DB002-D8B344F3-AC8AEA41-90787746","-1","0","0","0","0",""
"16AFBAEF-B8C05859-298A40AB-939FECFF","-1","0","0","0","0",""
"16EC003F-33E0790F-2243411B-843AA592","-1","0","0","0","0",""
"170A8032-66C242EE-AAAF583C-35AC8F2C","-1","0","0","0","0",""
"1772F2EC-80FD54AF-9BBE446A-9788959A","-1","0","0","0","0",""
"17863E56-04EDA5F4-5DC84058-A0115109","-1","0","0","0","0",""
"17A040D9-BE4802E7-ECDD4292-850F9A57","-1","0","0","0","0",""
"17D0781A-7C92658A-63844762-8721BEB5","-1","0","0","0","0",""
"17ECB32B-AFFC92F4-73F949D9-AC97B8B6","-1","0","0","0","0",""
"17F8985E-294CDE7A-019D458E-B452131A","-1","0","0","0","0",""
"17F9B758-BFF1D90C-069744CC-A4EE4C23","-1","0","0","0","0",""
"185B9FC2-A430A039-41AF4EE3-83594892","-1","0","0","0","0",""
"186AEB34-C00565F8-0DC0404C-8EAF040D","-1","0","0","0","0",""
"18846765-4717421E-AC395B4E-CC1B2C74","-1","0","0","0","0",""
"18A8878F-712A341E-000540E3-A49E8732","-1","0","0","0","0",""
"18BA44F8-819E115A-23C7427E-9BD4FA62","-1","0","0","0","0",""
"193F12B2-3035A0CE-DEC14F6B-9854D12E","-1","0","0","0","0",""
"1948C653-22964776-B046D977-08D51A86","-1","0","0","0","0",""
"19A87B61-363C3BE9-69CB4741-8F26009D","-1","0","0","0","0",""
"19DD840A-AF75C04D-55F14812-A8EEBBD5","-1","0","0","0","0",""
"19E7FF37-170BD598-38A54253-B945C8E2","-1","0","0","0","0",""
"1A0023FF-470FE107-08C94216-B1CEAAE4","-1","0","0","0","0",""
"1A134FBE-A971B8CE-FE1648F9-88EB4175","-1","0","0","0","0",""
"1A584200-47EAC5E9-98C847A1-91E8E0D1","-1","0","0","0","0",""
"1A7C0233-64B1F2FD-FA9F4703-92E79C14","-1","0","0","0","0",""
"1B024DE4-C18605AF-D67B4B9D-BDB7C457","-1","0","0","0","0",""
"1B1F157C-A6F00C31-1F6548E6-B753DDE7","-1","0","0","0","0",""
"1B225E4C-322F7DD9-B79B425F-84D4F1A6","-1","0","0","0","0",""
"1B3B605D-E392CBAB-CEA74B43-B7C37C3E","-1","0","0","0","0",""
"1B535D4D-FFDD8347-E84647CC-B593C0A4","-1","0","0","0","0",""
"1B631677-46AFE10A-1DD34A77-B3CD61A9","-1","0","0","0","0",""
"1B758669-50843547-24724135-91A6B6BB","-1","0","0","0","0",""
"1BE0DAB9-C1BCEE7F-0C044478-8A9E8D17","-1","0","0","0","0",""
"1C09B9C5-E5BF98D4-BA7947DE-97951DFE","-1","0","0","0","0",""
"1C42599A-0EB90FE1-B9E549BF-9EFB9B48","-1","0","0","0","0",""
"1C76E426-92B20C06-BEFD48F6-B3977A8C","-1","0","0","0","0",""
"1C93074C-BFFDB1A5-918C4B54-B3CC50F2","-1","0","0","0","0",""
"1CBDAE33-75CD4F9E-1A1D4D0F-8BC75E51","-1","0","0","0","0",""
"1D5FBE02-3AAB8281-8DC6443A-B78CF381","-1","0","0","0","0",""
"1D663EB1-5DC168EF-2EFF4961-90F55C68","-1","0","0","0","0",""
"1D66DEEE-9483D548-8BDA4971-AFE2DD58","-1","0","0","0","0",""
"1E29C3CF-023BBE2B-097949C2-982BDD9D","-1","0","0","0","0",""
"1E64F14C-17C85A7C-9665488D-BBFDC5AB","-1","0","0","0","0",""
"1E78CD56-B42AE776-10614F4D-9BB8FA1E","-1","0","0","0","0",""
"1E8DF1CA-1C47CCF2-84474C5D-A305FB56","-1","0","0","0","0",""
"1EB66378-68E96BA4-EFD4407C-89C4572F","-1","0","0","0","0",""
"1F548117-6EECD2EA-A88A45D4-8EA7EF9C","-1","0","0","0","0",""
"1F5845F4-D52221A0-53794B69-A417BE7E","-1","0","0","0","0",""
"2001DB58-140A9910-BCBE459A-BBEE241F","-1","0","0","0","0",""
"20856E8D-CC80965C-76EC4206-AA52D429","-1","0","0","0","0",""
"20962CD7-871E5D4D-EB514E0C-9616039B","-1","0","0","0","0",""
"2097A6FE-F8FAEBAD-C6874AD0-A9661033","-1","0","0","0","0",""
"20E4F93A-ED13405D-BDB410F2-6398F037","-1","0","0","0","0",""
"2107DE8B-D5B6CE66-F5274A50-AE6A7B35","-1","0","0","0","0",""
"215BAFFC-58EE5030-68E74C30-B9BEF2B2","-1","0","0","0","0",""
"2195D895-35184296-CCCD449C-AFF4AE4D","-1","0","0","0","0",""
"21997EA1-D0FFA8CB-3D7A4E51-B42F549E","-1","0","0","0","0",""
"21A6A7CC-9C398F46-36FE4ACF-BFB585FD","-1","0","0","0","0",""
"21EB47EE-8FB4F4D6-03424104-BE0AFC0D","-1","0","0","0","0",""
"2210577B-B7D25903-CFC14791-B93E6708","-1","0","0","0","0",""
"221393F6-26B8A0F9-D55244A4-9F032896","-1","0","0","0","0",""
"222250D1-4B644A9E-BF3177C7-40C7C2D2","-1","0","0","0","0",""
"222F400C-AEAAF308-7D1F4157-B888466F","-1","0","0","0","0",""
"224C1425-B34C2388-213B44EA-9A3DE5D8","-1","0","0","0","0",""
"225B8C5B-213F4334-89E2F371-7D4A6B53","-1","0","0","0","0",""
"226312DB-FCA750AB-F9AA431D-B0350C4D","-1","0","0","0","0",""
"22AB8DAA-82BCB55B-9C07444F-91D0346F","-1","0","0","0","0",""
"22AD96AA-BCB74343-DC2D4D2C-B9D49C16","-1","0","0","0","0",""
"22C4305F-7C1FCB5C-AB6048CA-A91FBE8F","-1","0","0","0","0",""
"22EEB834-8BBD5B83-A0AE418A-98D09CD1","-1","0","0","0","0",""
"2371DD39-10BD3DFF-FD2F4D50-A8E526D5","-1","0","0","0","0",""
"238EF4DC-32DF4A73-A9A2893F-607A8B80","-1","0","0","0","0",""
"23DB99B6-2396830D-B5774942-83270951","-1","0","0","0","0",""
"24256E82-63694BED-A5676F2B-40A58925","-1","0","0","0","0",""
"24306A56-A15ACE69-53B44EC7-8A74317E","-1","0","0","0","0",""
"2473A5CE-C2092D64-A1F14C61-B5651FAA","-1","0","0","0","0",""
"24B9DDEE-1B7AAAFE-60B24BCE-9BF22C71","-1","0","0","0","0",""
"24E91875-4C5DA128-008845AF-87C404E6","-1","0","0","0","0",""
"24F0CC94-D9E44FF5-62D24B8D-87ED0921","-1","0","0","0","0",""
"2597B11C-595F57D2-93934F66-A00A4FBA","-1","0","0","0","0",""
"25D84913-D7054484-F0554872-9CAE4D0C","-1","0","0","0","0",""
"26047482-A18FD4E4-2A6C4C8E-8E9F9EE0","-1","0","0","0","0",""
"26A35041-BF4CB347-294841AF-9CBBD919","-1","0","0","0","0",""
"26BB23EB-D01EDE58-5C8847C6-AD7F0A9F","-1","0","0","0","0",""
"26BD1E29-60144F3C-94A6B15F-A235122D","-1","0","0","0","0",""
"2705DA8D-F6604052-8D7D76E9-C5374E94","-1","0","0","0","0",""
"2757904F-3886BD58-D0FE468B-9EA8BBA5","-1","0","0","0","0",""
"2757FD75-645748D0-BB5784D9-1625A5E5","-1","0","0","0","0",""
"277BDD8C-51C49591-C7B14FCC-AE89EDBA","-1","0","0","0","0",""
"27FCBC2F-01E0EB76-672D4A9F-AF573696","-1","0","0","0","0",""
"280EBD03-CC1B435C-BE284781-F1A9465E","-1","0","0","0","0",""
"281BCE72-D9944783-C0F54A95-9749E7DB","-1","0","0","0","0",""
"288518DF-CD4CC516-9C3846FB-A50721A6","-1","0","0","0","0",""
"28A3D0E3-019367BC-80E94297-A7AC418D","-1","0","0","0","0",""
"28BC2D55-A82344A3-9C9966A6-5949AD1E","-1","0","0","0","0",""
"28E6AE79-770CBEDB-B14140E6-98E640EF","-1","0","0","0","0",""
"2904E1E8-23A1A0DC-657E418A-B5D07AF4","-1","0","0","0","0",""
"29993175-EF9F4FEA-AD36DD06-2F2CF550","-1","0","0","0","0",""
"29A88112-399E38B5-480E438D-BCD1DFF6","-1","0","0","0","0",""
"29E9F113-4A9A4CA5-83E06B81-325D29F0","-1","0","0","0","0",""
"2A3A6945-305AD8B5-89CF4184-A98E4B28","-1","0","0","0","0",""
"2ABAB94D-C3564F7A-9BEE4605-BB873B07","-1","0","0","0","0",""
"2AD91860-479A44F2-862241CA-BC7CF93A","-1","0","0","0","0",""
"2AEB4CE9-695B8D80-0A0B4090-BDA4414E","-1","0","0","0","0",""
"2B033C75-ED880842-C5954407-92EE2045","-1","0","0","0","0",""
"2B468A0A-539B5D13-DD2F44D2-BC7A9073","-1","0","0","0","0",""
"2B5F7BEC-E4ECB071-F9EB46BF-8E1C7CF3","-1","0","0","0","0",""
"2B8DF25C-A0B04895-866681C5-6299FC9E","-1","0","0","0","0",""
"2C2F96AF-BAA5D263-D8C542D0-A64A541A","-1","0","0","0","0",""
"2C4D0642-95767272-610D446F-B397050D","-1","0","0","0","0",""
"2CB8A41D-5BF94EDB-BAF19926-882F6044","-1","0","0","0","0",""
"2CCE42E6-9E2C19E5-2B884E78-BE166388","-1","0","0","0","0",""
"2CF1EEEB-7C404BDF-8A9FE35F-265E3154","-1","0","0","0","0",""
"2D27680B-C99D0098-E1F34726-8855D1A5","-1","0","0","0","0",""
"2D2D3B26-2CE2493D-9D3D9BD9-E8ECD9E9","-1","0","0","0","0",""
"2D4C50DF-35D31AEA-286E4BD4-8D414505","-1","0","0","0","0",""
"2D5CF2B1-6A1CF130-C72049CF-B10A1B0D","-1","0","0","0","0",""
"2D788A66C-0B13425E-AC2BE607-B7530B5F","-1","0","0","0","0",""
"2D79B519-EE688794-028B40DF-BE55C5DF","-1","0","0","0","0",""
"2D831E71-2E3D987F-572245B4-AA656D06","-1","0","0","0","0",""
"2D85A9AB-2C754F46-91C104BC-2BCC165B","-1","0","0","0","0",""
"2DB4955B-A5EE3340-2F534E39-A3046574","-1","0","0","0","0",""
"2E0F6893-7DBA8CB3-E91D46DF-AF4EE63D","-1","0","0","0","0",""
"2E2CC6D5-6D8E970E-871B4AF0-9179A8B0","-1","0","0","0","0",""
"2EC49366-54C33E55-D7D54BD2-9FC3DF76","-1","0","0","0","0",""
"2ED07517-FDBD482C-96830237-19A99869","-1","0","0","0","0",""
"2ED9C553-F3159F36-C60A4FD9-81308F34","-1","0","0","0","0",""
"2F2687E7-24B38561-9F9D4201-9AFAE47C","-1","0","0","0","0",""
"2F2E3D4B-C681A80C-B16C4E63-AE79398A","-1","0","0","0","0",""
"2F7D1B5E-78620E27-F35D4FAD-AE317289","-1","0","0","0","0",""
"30020833-1D2145B4-9ABEF26E-49754EAB","-1","0","0","0","0",""
"3054809A-CB7978A9-44324BD6-AFC6CAC4","-1","0","0","0","0",""
"30593931-C41B446B-B7B151C1-3FCC7FAE","-1","0","0","0","0",""
"30AACBA7-A653F978-6DA34314-A13E2EF8","-1","0","0","0","0",""
"30C36116-FCB9FED9-94FA4C1A-9D69F60C","-1","0","0","0","0",""
"30D6B48F-018C0629-A5124229-89DEDE18","-1","0","0","0","0",""
"30E8CACF-A935E960-16C34944-B58C0EF3","-1","0","0","0","0",""
"3134D489-52CFF0D2-95854963-AA609DAC","-1","0","0","0","0",""
"31403770-18ABAB07-7B264F0B-884F57BD","-1","0","0","0","0",""
"31420466-B5427567-81C74312-BE9DBE2C","-1","0","0","0","0",""
"3154858A-B88D2E7E-B4D94984-9FFCF4BB","-1","0","0","0","0",""
"318339CA-CEBC95A9-F3D84C4A-916BBAD4","-1","0","0","0","0",""
"31AFDD15-5039280B-D2934675-9BD413FE","-1","0","0","0","0",""
"32466D73-77359057-6F2F4720-A0EFA98E","-1","0","0","0","0",""
"325D29F6-29E9F113-4A9A4CA5-83E06B81","-1","0","0","0","0",""
"327E7512-09A0A369-F4A74BF4-9933320D","-1","0","0","0","0",""
"33A168CB-CAC040CD-AED5A6CA-D1B199AA","-1","0","0","0","0",""
"33C88B4F-A507B557-0DDC4BAC-94F7EB90","-1","0","0","0","0",""
"34157E9E-578773F4-C4EA4C59-B1A877AD","-1","0","0","0","0",""
"3424A33E-A3536752-6DD4407E-8380DC67","-1","0","0","0","0",""
"342E985C-0C58CDDA-8E87429F-A93484C1","-1","0","0","0","0",""
"346DC52C-F2E6CA54-6D2E4AD6-8C3B3AC6","-1","0","0","0","0",""
"34EA6EB2-4B716111-D3D84CE2-8A606309","-1","0","0","0","0",""
"34F4BAEF-73DD4AF8-B01A890E-F3612980","-1","0","0","0","0",""
"35403E70-EF87EFCF-F74D4296-A8BDDB8D","-1","0","0","0","0",""
"354D0FB8-48C19B6A-7DA24A36-9C84D827","-1","0","0","0","0",""
"356A9909-35149604-765445E2-B949AF5F","-1","0","0","0","0",""
"3577E90F-40A04766-8749CD12-B31272FD","-1","0","0","0","0",""
"35C1C496-B8E3BB68-59824DFD-BB8AB3DA","-1","0","0","0","0",""
"35EE2EFE-E1DEFC6F-F42649AF-AABB826F","-1","0","0","0","0",""
"36BCE5E7-D5C6B27F-39144FC9-8BF7775D","-1","0","0","0","0",""
"37084EA3-B1FB884C-29D94DFF-8E808F55","-1","0","0","0","0",""
"371B2E58-64189E44-82574B7B-9B807C44","-1","0","0","0","0",""
"373C733A-CEF34C73-9B577A0C-B3214207","-1","0","0","0","0",""
"378A0C63-B2735AF6-8DAC4177-AB1C9DEA","-1","0","0","0","0",""
"38134185-AA1DF348-309446F4-8EB95F7A","-1","0","0","0","0",""
"3829B3DB-6FFB4146-905D7OB7-88C6B9E2","-1","0","0","0","0",""
"38707DFB-B9A5706A-0B834670-BBFB6504","-1","0","0","0","0",""
"3898919C-339315A0-B9EB4281-B2105A7B","-1","0","0","0","0",""
"38C1A621-D17B708F-E0FA4696-80A954DC","-1","0","0","0","0",""
"38DC9EFF-2749EE70-4E414DD6-9A00804A","-1","0","0","0","0",""
"393EBA81-2C6E06B1-5E7346FE-91E4C3A4","-1","0","0","0","0",""
"39699691-7BE0909E-FECD4FDB-A117ADAC","-1","0","0","0","0",""
"399DA84B-2DCE18D6-43A246B7-87A2567E","-1","0","0","0","0",""
"39AD7679-253178CF-3A2843EB-ABD47A58","-1","0","0","0","0",""
"39B3E011-398474AC-59C649F3-A0DFB419","-1","0","0","0","0",""
"39C0DA8A-58E3758A-20D7470A-87AC6890","-1","0","0","0","0",""
"39D3A674-3A19B099-C0634583-ABA3D434","-1","0","0","0","0",""
"39F076EC-DBBD2B6F-FA634CA5-BF599AFB","-1","0","0","0","0",""
"39F8D513-EC6CB5B6-0D924CAA-BFAA262B","-1","0","0","0","0",""
"3A06A6BE-61A94A12-BA7E627B-AB0D94EF","-1","0","0","0","0",""
"3A4A6BE5-328D5C9C-EF2D4B8E-BDE3F6F2","-1","0","0","0","0",""
"3B1F7DA7-3F2A0931-C9864936-A83E29CE","-1","0","0","0","0",""
"3B22D6B7-0DFA2C2E-57284505-8BA7B46F","-1","0","0","0","0",""
"3B4F3DD3-DE053924-F3A04165-A57F27FC","-1","0","0","0","0",""
"3B9D7069-7A3251CB-AE144A56-82515DF5","-1","0","0","0","0",""
"3BA9FCAB-FD4A58ED-9C394E02-A3A5E861","-1","0","0","0","0",""
"3BACDA1E-C81956F8-CDF04297-BEA11304","-1","0","0","0","0",""
"3BB475CE-E0E3B021-A4DE4C61-8105DF18","-1","0","0","0","0",""
"3BCA831D-9F6993F8-8F734634-AF5F3BFF","-1","0","0","0","0",""
"3BFD7908-D1BCCFAE-750641CB-A7798C80","-1","0","0","0","0",""
"3BFFF076-E6F6DD5A-847B4214-B7F3C17A","-1","0","0","0","0",""
"3C007014-96B63FC3-F70448DF-92B3F32F","-1","0","0","0","0",""
"3C4AD37C-FBEE7A6D-FA1D47B4-A8652AEF","-1","0","0","0","0",""
"3C8489C6-6723813D-CC5F4D71-993BB52C","-1","0","0","0","0",""
"3CE7BC14-A4A5DDF6-E2F54A85-84A33DD4","-1","0","0","0","0",""
"3CFBE2C3-DDFF0086-C54140D7-B2B221F0","-1","0","0","0","0",""
"3D5BD2C4-855F5C90-E3D1497F-94BEFDE1","-1","0","0","0","0",""
"3D64D3C6-A7482B08-48AA4C78-BF75B386","-1","0","0","0","0",""
"3D7825FE-6E9A4263-EC814C9E-BB758F1A","-1","0","0","0","0",""
"3D80FFEE-2D280E66-CC764CA2-86EB7019","-1","0","0","0","0",""
"3DCA3E9C-2217B0FA-F72A42FD-87D9608A","-1","0","0","0","0",""
"3DE3ED84-386A0828-FA8C4221-9879D9B2","-1","0","0","0","0",""
"3E11A9D6-AB172FBC-D5AC45F5-B586BEBD","-1","0","0","0","0",""
"3E28BC0F-E606214E-F7C04C91-908EBF0D","-1","0","0","0","0",""
"3E51D847-E7C5276A-F5944357-AC83AFD0","-1","0","0","0","0",""
"3E8F3667-EB2C4D4F-E346433B-A58872CB","-1","0","0","0","0",""
"3EBAB7F6-8FB16184-F9A945E0-AAF2406B","-1","0","0","0","0",""
"3EF5AE14-245C1C71-09224037-9815BEE8","-1","0","0","0","0",""
"3F0022C7-420DB40E-CEC246D6-B1CD2B76","-1","0","0","0","0",""
"3F27DD8C-1F304B25-931DFBC7-A52B2506","-1","0","0","0","0",""
"3F2A9C02-F5A370AC-995E4CE0-AB2187B5","-1","0","0","0","0",""
"3F4444A5-5D8F4AB2-94954A9A-2DAC4E09","-1","0","0","0","0",""
"3F58F795-3DCA3C46-AAE54E72-BCB30EAC","-1","0","0","0","0",""
"3FDE6D31-1F47E66E-97B74901-A97F0AB9","-1","0","0","0","0",""
"406D25D3-0D1445C6-A2242428-DF0D9AA7","-1","0","0","0","0",""
"40A0FEC7-F24D5787-19E447C7-914AA1EA","-1","0","0","0","0",""
"40E2DA4B-53C6912F-D12D4D0E-B0A1B354","-1","0","0","0","0",""
"40EC142E-9ED02756-4B464585-A877F6E7","-1","0","0","0","0",""
"40F5C06C-2B9D3600-D16E4E03-878FF494","-1","0","0","0","0",""
"411A91F6-BD7B416F-A23CAFE2-1072E722","-1","0","0","0","0",""
"4188C424-1515058C-5F8941B2-BD005C52","-1","0","0","0","0",""
"41CB0505-13EF42DC-82474ED7-4D90231C","-1","0","0","0","0",""
"41DE0FE0-3ED1B660-394D4B38-ACDAAA4D","-1","0","0","0","0",""
"42062B91-A9C171A8-51994DD1-8A6CDD35","-1","0","0","0","0",""
"420DB40E-CEC246D6-B1CD2B76-3F002563","-1","0","0","0","0",""
"4230F0D0-6913D6DF-722A4BC7-80E2AA0F","-1","0","0","0","0",""
"42339646-848D2B81-616A4141-A3C12725","-1","0","0","0","0",""
"42977873-15ED135A-12824C82-B1A63AB5","-1","0","0","0","0",""
"42C89E3C-0D694EF2-86E4026F-4F057191","-1","0","0","0","0",""
"42DDEBDF-F533B732-1BCE47C3-A872C628","-1","0","0","0","0",""
"432D0EAC-5ABEC249-3E96464C-B1261AFB","-1","0","0","0","0",""
"433017D7-7424E00B-FA1D4267-97F2D0AA","-1","0","0","0","0",""
"43731243-D46A05C5-C3CD47E0-ADD0FB34","-1","0","0","0","0",""
"4396D1ED-D636C751-657F4B7E-B6A046FA","-1","0","0","0","0",""
"43AAC063-E653AF2A-29F44A14-8F1C9665","-1","0","0","0","0",""
"43C2DC71-B459E9F5-E2CB4DF4-9C515A5C","-1","0","0","0","0",""
"43CF0D05-85D24EA1-8274F2C1-A8FFEA0E","-1","0","0","0","0",""
"44047EE6-D9C84EE6-B8E1FAFC-E27B2C68","-1","0","0","0","0",""
"4432B0ED-A09146DC-40C04F51-96E60601","-1","0","0","0","0",""
"443A84A6-ACCB0723-987041CC-8AA54BD2","-1","0","0","0","0",""
"446811E9-9B2B9EB0-F2C64C2A-BCE5A1A6","-1","0","0","0","0",""
"44B6BDED-0A2D4854-ABACF9A8-CD92EF7","-1","0","0","0","0",""
"44D2C20C-D0164425-20E94988-B2260D53","-1","0","0","0","0",""
"44F1F95E-09014A82-99717F67-775BE1AD","-1","0","0","0","0",""
"4500D99A-BAE3073A-59A7421F-9BC223C0","-1","0","0","0","0",""
"45093568-FC174A53-B4914547-A16F7B70","-1","0","0","0","0",""
"45288C64-1CDB4D33-912455D5-94C433A4","-1","0","0","0","0",""
"4531F813-A255C669-13E1446F-81E02C3E","-1","0","0","0","0",""
"4583DA98-C212815C-92474496-AEAA4286","-1","0","0","0","0",""
"45AB2B49-207EC46E-BE264609-AD03C5EA","-1","0","0","0","0",""
"461C170E-C45BEDBE-ECA745AD-ABEB7C46","-1","0","0","0","0",""
"4626642F-5168E3F6-19CB46C2-8CB5E8CC","-1","0","0","0","0",""
"462FB411-F4A10804-F7724845-868F5AB0","-1","0","0","0","0",""
"4644B1E2-5083F541-4F4B4D58-B4197142","-1","0","0","0","0",""
"464F50B8-32D05518-93A94EB1-B82AB8E5","-1","0","0","0","0",""
"465E2DD1-3647F9E3-BE4D45BB-9BF51836","-1","0","0","0","0",""
"466BB5E8-0CB43203-3E144723-A45E7D2A","-1","0","0","0","0",""
"46B6BDDA-9269EDCD-B0334183-8FE818F2","-1","0","0","0","0",""
"4705EE31-3518949B-7EC34564-A3FC0697","-1","0","0","0","0",""
"4786EF6E-518955DC-60464255-AC9DE4BB","-1","0","0","0","0",""
"47AAC1B0-C7BC3074-8A5248C2-ADD94C05","-1","0","0","0","0",""
"4819DA17-64C8D5FB-1724423F-B6E1B156","-1","0","0","0","0",""
"483933E8-CCEC2DCA-8DE64C98-9E81CA47","-1","0","0","0","0",""
"484C3086-1C254317-B9FCCD88-7BF9C075","-1","0","0","0","0",""
"4897EE9A-D0D79241-A0C540C0-B8C02A4E","-1","0","0","0","0",""
"48B2A2CB-0C936B6D-0515458D-A638CFE5","-1","0","0","0","0",""
"48C95EEC-8EF84A1B-B63D5890-8B1ADA32","-1","0","0","0","0",""
